song name,genre,artist name,artist country
Breaking the Great Narcissist,"Heavy Metal,Death Metal/Black Metal",Soreption,
King of Undisputed Nonsense,Heavy Metal,Soreption,
Steambreather,Heavy Metal,Mastodon,US
Honey Bucket,"Alternative,Rock",Melvins,US
Jealous Bones,"Alternative,Rock",Rolo Tomassi,GB
People = Shit,Heavy Metal,Slipknot,US
Shitstorm,Heavy Metal,Strapping Young Lad,CA
You Suck,"Heavy Metal,Rock",Strapping Young Lad,CA
Dragged Down,"Pop,Alternative",Taproot,US
The Collapse,Heavy Metal,Frontierer,
Bones to Break,Alternative,Employed To Serve,
Saga,Alternative,Will Haven,US
Carpe Diem,Alternative,Will Haven,US
A Single Tear,"Punk,Music,Rock",Converge,
Sire of Sin,"Heavy Metal,Rock",Cryptopsy,CA
The Laws of the Flesh,"Heavy Metal,Rock",Cryptopsy,CA
TerrorVision,Heavy Metal,Aborted,
Carnival Is Forever,"Heavy Metal,Rock",Decapitated,PL
Blood Mantra,Heavy Metal,Decapitated,PL
Prancer,Heavy Metal,The Dillinger Escape Plan,US
82588,"Alternative,Rock",The Dillinger Escape Plan,US
Insects,Rock,Psyopus,
Ex-Creations,Rock,The Fall of Troy,US
Sections,"Heavy Metal,Rock",The Safety Fire,
Care Taker,Rock,Irk,
Age Of Deception,Heavy Metal,Fellsilent,
The Comedown,"Rock,Alternative,Music",Bring Me The Horizon,GB
Diamonds Aren't Forever,"Rock,Alternative,Music",Bring Me The Horizon,GB
Night of the Long Knives,"Heavy Metal,Rock",The Arusha Accord,
Way Beyond the Fond Old River,Rock,SikTh,GB
Summer Rain,Rock,SikTh,GB
Bloodspire,Heavy Metal,Outer Heaven,
Vortex of Thought,Heavy Metal,Outer Heaven,
Expire,Rock,The Contortionist,US
Flourish,Rock,The Contortionist,US
Rudy X 3,Heavy Metal,The Tony Danza Tapdance Extravaganza,US
Bored Stiff,"Punk,Rock",Every Time I Die,US
The Entire World Is Counting On Me And They Don't Even Know It,"Music,Rock",Norma Jean,
Children of the Dead,Heavy Metal,Norma Jean,
David De La Hoz,Rock,The Chariot,US
To Catch a Tiger,Heavy Metal,The Number Twelve Looks Like You,US
Death Rides,"Alternative,Rock",Johnny Truant,GB
A Certain Death,Rock,Misery Signals,US
The Walk,"Alternative,Rock,Heavy Metal",Periphery,US
My Plague,Heavy Metal,Slipknot,US
The Alpha the Omega,Heavy Metal,The Tony Danza Tapdance Extravaganza,US
I Am King,Heavy Metal,Code Orange,
Black Blood,Heavy Metal,Car Bomb,US
From the Dust of This Planet,Heavy Metal,Car Bomb,US
Annihilated,Heavy Metal,Sectioned,GB
March of the Fire Ants,"Heavy Metal,Rock",Mastodon,US
Blood Eagle,Heavy Metal,Periphery,US
Wrong and Sorry,"Rock,Alternative",Reuben,GB
Stress on the Sky,Alternative,Biffy Clyro,GB
Witness,Punk,The Armed,US
Future Drugs,Punk,The Armed,US
Concubine,"Punk,Alternative",Converge,
Fix Your Face,"Alternative,Rock",The Dillinger Escape Plan,US
Party Smasher,"Alternative,Rock",The Dillinger Escape Plan,US
Nonagon,Heavy Metal,Car Bomb,US
Motormouth,"Hard Rock,Heavy Metal",Periphery,US
It Took the Night to Believe,"Heavy Metal,Rock",Sunn 0))),US
Dream House,Heavy Metal,Deafheaven,US
Armory of Obsidian Glass,Heavy Metal,Full Of Hell,US
On Stirring Seas of Salted Blood,Heavy Metal,The Black Dahlia Murder,US
Cast Down,"Heavy Metal,Rock",Slayer,US
Angel Of Death,"Heavy Metal,Rock",Slayer,US
Dissect Yourself,Heavy Metal,Car Bomb,US
Straight-Jacket Keelhauled,Alternative,The Fall of Troy,US
Spiteful Nature,Heavy Metal,I Shall Devour,AU
No Light Shall Save Us,,Carnifex,
Soil the Stillborn,Heavy Metal,Infant Annihilator,GB
Human Target,Heavy Metal,Thy Art Is Murder,AU
Hostage,Rock,Chelsea Grin,US
We Are One,Heavy Metal,Whitechapel,US
Self Inflicted,"Heavy Metal,Rock",Renounced,
A.W.O.L,Heavy Metal,Monuments,GB
Solway Firth,"Death Metal/Black Metal,Heavy Metal,Rock",Slipknot,US
Parasite,"Heavy Metal,Rock",Heart Of A Coward,GB
Dear Desolation,Heavy Metal,Thy Art Is Murder,AU
Dancers To A Discordant System,"Death Metal/Black Metal,Heavy Metal",Meshuggah,SE
Longclaw,Heavy Metal,Earth Eater,
Blind Witness,Heavy Metal,Earth Eater,
Lay Your Head to Rest,Heavy Metal,Cult Of Luna,SE
Furthest From The Truth,Rock,Immolation,US
Deliver My Enemy,"Death Metal/Black Metal,Heavy Metal,Rock",Malevolent Creation,US
Resistance Is Victory,Heavy Metal,Malevolent Creation,US
Car Window,Music,Thomas Headon,
Smoke Signals (feat. Tessa Violet),,Cavetown,
Coffee,Alternative,beabadoobee,
Kindergarten,Music,chloe moriondo,
Heather,Music,Conan Gray,
Pancakes for Dinner,"Singer/Songwriter,Pop",Lizzy McAlpine,
drunk,Music,keshi,
I'm Okay Now,"Alternative,Singer/Songwriter",badly,
Please Never Fall in Love Again,Alternative,Ollie MN,
Sick of Losing Soulmates,Alternative,dodie,
Sweet Hibiscus Tea,Music,Penelope Scott,
Pyjama Pants,Music,Cavetown,
Lookalike,"Electronic,Pop",Conan Gray,
Silly Girl,"Music,Pop",chloe moriondo,
LEMONS - Demo,Music,Brye,
Lonely,Alternative,Ralph Castelli,
I Will Be Okay,,mimi bay,
Yeah Right,"Music,R&B/Soul",Joji,
is your bedroom ceiling bored? (feat. Cavetown),Music,Sody,
I Wouldn't Ask You,"Alternative,Rock",Clairo,
Be My Mistake,Rock,The 1975,GB
Euphoria.,,James Curry,
"From Me, the Moon","Alternative,Electronic",Lav,
Home for the Summer,"Music,Pop",Sara Kays,
Supalonely (Lownely),,BENEE,
I Miss My Mum,Music,Cavetown,
Andy,Music,Huron John,
I Think There's Something You Should Know,"Music,Alternative",The 1975,GB
Ugly,"Music,Pop",Deb Never,
Blade Of Hope,,Leo Bhanji,
Loosh98,Alternative,Lucca Dohr,
putting a spin on sweater weather,Music,Egg,
This Is Home,"Music,Alternative",Cavetown,
Brittle,Alternative,Char Chris,
Growing Up,Music,Christian Alexander,
Ego,Music,Scruffpuppie,
Die Alone,"Alternative,Rock",FINNEAS,
Hold Me Down,Hip Hop/Rap,Daire Patel,
backyard demo,Music,mimi bay,
Cut My Hair,,Mounika.,
minor,Music,Gracie Abrams,
Loneliness Pt. II,Alternative,Aaron Taos,
Bubble,Alternative,rei brown,
Wavvy,Music,Lav,
marmalade,,Nep,
thankful,"Music,Easy Listening",Meltycanon,
Think About U (feat. Joji),"Electronic,Electronic",Ryan Hemsworth,
Malleable,Music,Max Leone,
"Eyes Blue Like The Atlantic, Pt. 2 (feat. Powfu, Alec Benjamin & Rxseboy)",,Sista Prod,
Falling,Music,Phil Good,
scars,Hip Hop/Rap,ghost punk,
please don't,"Singer/Songwriter,Pop",mxmtoon,
rosier,Music,brakence,
Honest,Electronic,rei brown,
5,Music,Max Leone,
Lie to Me (feat. Mac Wetha),,Biig Piig,
Southern Stars,Singer/Songwriter,Foxpaw,
If I Really Love You,Pop,Lexi Jayde,
Quarantined from My Love,,ohsobrkn,
IDK You Yet,Music,Alexander 23,
Balloon Boy,Music,Angus Maude,
I think I love u,Hip-Hop,Lemonah,
leave,Music,Garrett Nash,
Under / Over,Music,Gracie Abrams,
half a heart,Music,Sky McCreery,
SUGAR,Contemporary R&B,BROCKHAMPTON,
Emotionless,,Crisaunt,
Somewhere in Ann Arbor,Pop,Anson Seabra,
fomo,Music,EDEN,
outside,Music,Garrett Nash,
One More Time,,yaeow,
haircuT,Music,COLETON RUBIN,
Summer Nites,R&B/Soul,Sptmbr209,
September 13th,Alternative,Jess Benko,
Emerald Eyes,"Music,Pop",Anson Seabra,
dropout,Music,brakence,
Good on My Own,,Jomie,
Head on My Shoulder,Music,David Alexander,
Those Brown Eyes,Music,ohsobrkn,
step into my life,,Powfu,
Breadcrumbs,Folk,Andy Leon,
Thoughts of the Night,R&B/Soul,INNR CIRCLE,
suicide,Music,Isaac Dunbar,
Star Shopping,,Lil Peep,
this song won't change a thing,,Fudasca,
Lose Someone Like You,Pop,ohsobrkn,
im used to it,Music,Powfu,
Space Song,,Pilar Victoria,
Golden Eyes,Singer/Songwriter,HANNI,
Just a Little Bit Lonely,Singer/Songwriter,yaeow,
Coffee,Singer/Songwriter,Resident,
Lie,Hip Hop/Rap,"quickly, quickly",
Luck,Music,Appleby,
don't fall asleep yet,Hip Hop/Rap,Powfu,
Elastic,Music,Brandon,
fuckboy,Music,brakence,
Just a Little Bit,,Teqkoi,
the sequel,,dreambody,
Bad Idea,,pxzvc,
After,Pop,saaaz,
you were good to me,"Music,Pop",Jeremy Zucker,
Ghost Of You,"Pop/Rock,Pop",5 Seconds of Summer,AU
Before You Go - Piano Version,Music,Lewis Capaldi,
Someone You Loved,"Music,Alternative",Lewis Capaldi,
Bruises,"Music,Alternative",Lewis Capaldi,
July,"Music,Pop",Noah Cyrus,
Hold Me While You Wait,Music,Lewis Capaldi,
If the World Was Ending (feat. Julia Michaels),Music,JP Saxe,
Hold On,"Singer/Songwriter,Rock",Chord Overstreet,
"All I Want - From ""High School Musical: The Musical: The Series""",Music,Olivia Rodrigo,
Happiest Year,"Singer/Songwriter,Music,Singer/Songwriter",Jaymes Young,US
Moral of the Story,"Music,Alternative",Ashe,
Supermarket Flowers,"Electronic,Pop",Ed Sheeran,
Dancing On My Own,Pop,Calum Scott,
Can I Be Him,Pop,James Arthur,GB
"Just for a Moment - From ""High School Musical: The Musical: The Series""",Music,Olivia Rodrigo,
Happier,Pop,Ed Sheeran,
Lose You To Love Me,Pop,Selena Gomez,US
Say You Won't Let Go,"Pop,Folk,Contemporary R&B",James Arthur,GB
"Wondering - From ""High School Musical: The Musical: The Series""",Music,Olivia Rodrigo,
Hard Sometimes,Music,Ruel,
Naked,Pop,James Arthur,GB
When You Love Someone,"Singer/Songwriter,Rock,Singer/Songwriter",James TW,
18,"Pop/Rock,Pop",One Direction,
Break My Heart Again,"Singer/Songwriter,Rock",FINNEAS,
This Town,"Pop,Folk",Niall Horan,
No Right To Love You - Acoustic,Pop,Rhys Lewis,
Amnesia,"Pop/Rock,Teen Pop,Pop",5 Seconds of Summer,AU
Talking to the Moon,"Soft Rock,Contemporary R&B,Pop",Bruno Mars,US
12:45 - Stripped,"Singer/Songwriter,Singer/Songwriter",Etham,
Sorry,Music,Halsey,
Please Notice,Pop,Christian Leave,
Consequences,"Pop,Rock",Camila Cabello,
Lie,Hip Hop/Rap,NF,
Perfectly Wrong,"Pop,Rock,Teen Pop",Shawn Mendes,CA
Feeling Whitney,"Music,Hip Hop/Rap",Post Malone,
Someone Like You,"Soul,Pop",Adele,GB
Stone Cold,Soul,Demi Lovato,US
A Little Too Much,Pop,Shawn Mendes,CA
Before You Go,"Pop,Alternative",Lewis Capaldi,
Falling,Music,Harry Styles,
The Love You Left Behind,"Pop,Singer/Songwriter",Michael Schulte,DE
Lonely,Music,Noah Cyrus,
This City,Music,Sam Fischer,
Forever,"Music,Alternative",Lewis Capaldi,
I Lost a Friend,"Electronic,Pop,Alternative",FINNEAS,
Robin Hood,Singer/Songwriter,Anson Seabra,
One,"Music,Alternative",Lewis Capaldi,
If You Want Love,Hip Hop/Rap,NF,
Lost On You,"Music,Alternative",Lewis Capaldi,
Leaving My Love Behind,Music,Lewis Capaldi,
everything i wanted,"Pop,Alternative",Billie Eilish,
Empty Space,Pop,James Arthur,GB
Half Light,"Music,Alternative",BANNERS,
Time,Hip Hop/Rap,NF,
I Fall Apart,"Music,Hip Hop/Rap",Post Malone,
Got It In You - Acoustic,"Alternative,Rock,Music",BANNERS,
Paralyzed,Hip Hop/Rap,NF,
Always Remember Us This Way,"Traditional Country,Pop",Lady Gaga,US
Heaven's Not Too Far,Pop,We Three,DE
Better Now - Acoustic,"Singer/Songwriter,Singer/Songwriter",Etham,
Six Feet Apart,Music,Alec Benjamin,
scared,Music,Jeremy Zucker,
Tell Me That You Love Me,Singer/Songwriter,James Smith,
Out Of Love,"Contemporary R&B,Soul,Pop,R&B/Soul",Alessia Cara,
Already Gone,"Alternative,Singer/Songwriter",Sleeping At Last,US
You Are The Reason,Pop,Calum Scott,
Jealous,Pop,Labrinth,GB
i love you,"Alternative,Rock",Billie Eilish,
Get You The Moon (feat. Snøw),,Kina,
Grace,Folk-Rock,Lewis Capaldi,
Don't Get Me Wrong,"Music,Alternative",Lewis Capaldi,
Not About Angels,,Birdy,US
It's You,"Music,R&B/Soul",Ali Gatie,
Surrender,"Music,Singer/Songwriter",Natalie Taylor,
Maybe,"Music,Alternative",Lewis Capaldi,
All I Want,"Folk-Rock,Alternative",Kodaline,
Rush (feat. Jessie Reyez),,Lewis Capaldi,
when the party's over,"Ambient,Contemporary R&B,Pop",Billie Eilish,
Sober,"Music,Pop",Demi Lovato,US
sometimes,,Chelsea Cutler,
Headspace,"Music,Alternative",Lewis Capaldi,
Falling Like The Stars,Pop,James Arthur,GB
That's Us,"Singer/Songwriter,Pop,Music",Anson Seabra,
Mercy,Alternative,Lewis Capaldi,
Trying My Best,"Music,Pop",Anson Seabra,
Touch,"Singer/Songwriter,Alternative",Sleeping At Last,US
Tough,"Alternative,Rock",Lewis Capaldi,
Broken,"Singer/Songwriter,Pop,Music",Anson Seabra,
Unloving You,Pop,Alex Aiono,
Peer Pressure,"Music,Alternative",James Bay,
Just You and I - Acoustic,Singer/Songwriter,Tom Walker,
listen before i go,"Electronic,Pop,Alternative,Rock",Billie Eilish,
lovely (with Khalid),"Music,Alternative",Billie Eilish,
Put A Little Love On Me,Music,Niall Horan,
Us,"Indie Rock,Pop/Rock,Alternative",James Bay,GB
Selfish,Pop,Madison Beer,US
How to Save a Life,"Alternative,Rock,Pop/Rock",The Fray,US
Magic (feat. Rivers Cuomo),,B.o.B,
Afraid,"Pop,Alternative,Indie Rock",The Neighbourhood,GB
Classic,"Alternative Rap,Funk,Pop",MKTO,US
Stereo Hearts (feat. Adam Levine),,Gym Class Heroes,
Cooler Than Me - Single Mix,Pop,Mike Posner,
Don't You Worry Child - Radio Edit,,Swedish House Mafia,SE
Eenie Meenie - Radio Version,Music,Sean Kingston,JM
Tonight I'm Loving You,,Enrico Perez,
Written in the Stars (feat. Eric Turner),Pop,Tinie Tempah,
Wasted,Pop,Tiësto,
Give Your Heart a Break,Pop,Demi Lovato,US
I Like It,Pop,Enrique Iglesias,ES
DJ Got Us Fallin' In Love (feat. Pitbull),"Pop,Dance,Europe",Usher,
Glad You Came,Electronic,The Wanted,
Troublemaker (feat. Flo Rida),"Pop,Dance",Olly Murs,
Me And My Broken Heart,"Pop/Rock,Soul,Pop",Rixton,
Wing$,"Alternative Rap,Hip Hop/Rap",Macklemore & Ryan Lewis,
Can't Hold Us (feat. Ray Dalton),,Macklemore & Ryan Lewis,
Counting Stars,"Folk-Rock,Pop/Rock,Pop",OneRepublic,US
Dynamite,Pop,Taio Cruz,GB
Airplanes (feat. Hayley Williams of Paramore),,B.o.B,
Billionaire (feat. Bruno Mars),,Travie McCoy,US
Tonight Tonight,"Pop,Dance,Alternative,Pop/Rock",Hot Chelle Rae,US
Down,"R&B/Soul,Hip Hop/Rap,Contemporary R&B",Jay Sean,GB
Fire Burning,"Pop,Hip Hop/Rap",Sean Kingston,JM
Whistle,Electronic,Flo Rida,
"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",Electronic,Pitbull,
The Lazy Song,,Bruno Mars,US
The Show Goes On,Hip Hop/Rap,Lupe Fiasco,
OMG (feat. will.i.am),,Usher,
Kiss Me Thru The Phone,"Alternative Rap,Hip Hop/Rap",Soulja Boy,
Just Can’t Get Enough,Pop,Black Eyed Peas,US
Ridin' Solo,"Electronic,Pop,Contemporary R&B",Jason Derulo,US
Coming Home,,Diddy - Dirty Money,US
Gives You Hell,"Pop/Rock,Adult Alternative,Pop Punk,Alternative,Rock",The All-American Rejects,US
Drive By,"Pop/Rock,Pop",Train,US
Good Feeling,"House,Electronic",Flo Rida,
Love The Way You Lie,"Music,Hip Hop/Rap",Eminem,
In My Head,"Pop,Dance,Contemporary R&B",Jason Derulo,US
Whatever You Like,"Alternative Rap,Hip Hop/Rap",T.I.,US
Let It Rock,"Pop,Rock",Kevin Rudolf,US
Forever,"Electronic,Dance,Disco",Chris Brown,
Without You (feat. Usher),"House,Dance",David Guetta,
Good Life,"Rock,Pop",OneRepublic,US
Don't Stop The Music,"House,Dance",Rihanna,
Yeah! (feat. Lil Jon & Ludacris),,Usher,
Dead And Gone,"R&B/Soul,Hip Hop/Rap",T.I.,
Battle Scars,"Music,Hip Hop/Rap",Lupe Fiasco,
Day 'N' Nite (nightmare),Hip Hop/Rap,Kid Cudi,US
Temperature,"Contemporary R&B,Dancehall,Reggae",Sean Paul,
Not Over You,"Pop/Rock,Soul,Pop",Gavin DeGraw,US
infinity (888),"Music,Pop",XXXTENTACION,
Potato Salad,"Music,Hip Hop/Rap","Tyler, The Creator",
Unbothered,"Music,Hip Hop/Rap",Ski Mask The Slump God,
Blastoff (feat. Juice Wrld & Trippie Redd),Music,Internet Money,
"Lemonade (feat. Gunna, Don Toliver & NAV)",Music,Internet Money,
Man Of The Year,"Alternative Rap,Rap,Music",Juice WRLD,
Got It On Me,Music,Pop Smoke,
Martin & Gina,Music,Polo G,
Dior,Hip Hop/Rap,Pop Smoke,
Maze,"Music,Hip Hop/Rap",Juice WRLD,
white tee,,Lil Peep,
Myron,Music,Lil Uzi Vert,
goosebumps,Rap,Travis Scott,US
20 Min,"East Coast Rap,Hip Hop/Rap",Lil Uzi Vert,
For The Night (feat. Lil Baby & DaBaby),,Pop Smoke,
21,Music,Polo G,
Fighting Demons,"Alternative Rap,Rap,Music",Juice WRLD,
Introspective,Music,Oliver Tree,
Glitter,"West Coast Rap,Hip Hop/Rap","Tyler, The Creator",
Tell Me U Luv Me (with Trippie Redd),"Alternative Rap,Hip Hop/Rap",Juice WRLD,
Again & Again,"Music,Electronic",Oliver Tree,
Burn The Hoods,Music,Ski Mask The Slump God,
Flex (feat. Juice WRLD),Music,Polo G,
Wishing Well,Soft Rock,Juice WRLD,
Save That Shit,"Hip Hop/Rap,Alternative,Rock,Alternative Rap",Lil Peep,
Hate The Other Side (with Marshmello & The Kid Laroi),Alternative Rap,Juice WRLD,
Godzilla (feat. Juice WRLD),,Eminem,
Be Something,Music,Polo G,
Graduation (with Juice WRLD),,benny blanco,
Baby Pluto,Hip Hop/Rap,Lil Uzi Vert,
EARFQUAKE,"Alternative Rap,West Coast Rap,Hip Hop/Rap","Tyler, The Creator",
Lucid Dreams,"R&B/Soul,Hip Hop/Rap,Alternative Rap",Juice WRLD,
BEST INTEREST,Music,"Tyler, The Creator",
Feeling,Music,Juice WRLD,
Mood Swings (feat. Lil Tjay),,Pop Smoke,
Righteous,"Pop,Hip Hop/Rap,Alternative,Alternative Rap",Juice WRLD,
Hard Work Pays Off,"Music,Hip Hop/Rap",Future,
24 (feat. Lil Baby),Music,Money Man,
Life's A Mess (feat. Halsey),"Pop,Hip Hop/Rap,Alternative Rap",Juice WRLD,
