song name,genre,artist name,artist country
This Is Real (ft. Ella Henderson),"Music,Dance",Jax Jones,
What If (I Told You I Like You),Music,Johnny Orlando,
Aftergold (feat. Tove Styrke),Music,Big Wild,
Titanium (feat. Sia),,David Guetta,
Unconditionally,"Pop/Rock,Pop",Katy Perry,US
Sweet but Psycho,"Pop,Dance",Ava Max,
Do You Remember,"Pop,R&B/Soul",Jay Sean,GB
Raise Your Glass,Pop,P!nk,US
Survivor,"Pop,Dance,Contemporary R&B",Destiny's Child,US
Hold Me Close (feat. Ella Henderson),Music,Sam Feldt,
You Cant Stop Me,"Hip-Hop,Christian Rap",Andy Mineo,
why are you here,"Music,Rock",Machine Gun Kelly,
Hands Up,Alternative,The New Respects,
Best Song Ever,Pop,One Direction,
So Far Away (feat. Jamie Scott & Romy Dya),,Martin Garrix,
The Shine (feat. Chelsea Cutler),,ayokay,
Live Like We're Dying,Pop,Kris Allen,US
Hey Porsche,Hip Hop/Rap,Nelly,
Fire N Gold,"Pop/Rock,Teen Pop,Pop,Rock",Bea Miller,US
Figure It Out,Singer/Songwriter,Tim Gallagher,
No Matter (Basic Tape vs. Frances),Pop,Basic Tape,
Starships,Electronic,Nicki Minaj,US
Kissing Other People,Music,Lennon Stella,
Hero (feat. Christina Perri),,Cash Cash,
Hometown,"Music,Pop",Sheppard,AU
Surprise Yourself - GRYFFIN x Manila Killa Remix,,Jack Garratt,GB
Levitating,Music,Dua Lipa,
Control,Music,Zoe Wees,
Never Really Over,"Electronic,Pop",Katy Perry,US
Sober,Pop,Niykee Heaton,US
Phone Down,,Lost Kings,
11 Blocks,"Pop,Rock,Music",Wrabel,US
Donald Trump,Hip Hop/Rap,Mac Miller,US
Let It Rock,"Pop,Rock",Kevin Rudolf,US
Numb - Bonus Track,,August Alsina,
Working For It,,ZHU,
Notepad,Hip Hop/Rap,NF,
Oh Lord,Hip Hop/Rap,NF,
3 A.M.,Hip Hop/Rap,NF,
My Stress,Hip Hop/Rap,NF,
Nate,Hip Hop/Rap,NF,
Hate Myself,Hip Hop/Rap,NF,
I Miss The Days,Hip Hop/Rap,NF,
Revenge,"Alternative,Rock",XXXTENTACION,
The Brightside,"Rock,Hip Hop/Rap,Rap",Lil Peep,
Welcome To Heartbreak,Music,Kanye West,
Heartless,"Contemporary R&B,Pop",Kanye West,US
Love Lockdown,Hip Hop/Rap,Kanye West,US
Bad News,"Music,Hip Hop/Rap",Kanye West,US
Coldest Winter,"Music,Hip Hop/Rap",Kanye West,US
Timeless,Hip Hop/Rap,Lucidious,
Rainy Days (feat. Eminem),Hip Hop/Rap,WESTSIDE BOOGIE,
Silent Ride,,WESTSIDE BOOGIE,
Solo Dolo (Nightmare),Hip Hop/Rap,Kid Cudi,US
Runaway,,Kanye West,
Street Lights,"Music,Hip Hop/Rap",Kanye West,US
Say You Will,"Music,Hip Hop/Rap",Kanye West,US
Change,Hip Hop/Rap,NF,
Only,,NF,
See You In My Nightmares,Music,Kanye West,
Concealed the Outro,,K.A.A.N.,
Phoenix,,K.A.A.N.,
I Don't Wanna Know (feat. Enya And P. Diddy),,Mario Winans,
I'm Sorry,Hip Hop/Rap,Joyner Lucas,US
FML,Hip Hop/Rap,Kanye West,US
My Life,Hip Hop/Rap,The Game,IT
Mirror,Alternative Rap,Lil Wayne,
Spotlight,"Pop,Alternative,Pop Punk",Marshmello,
16 Lines,"Alternative Rap,Hip Hop/Rap",Lil Peep,
white wine,Alternative,Lil Peep,
Anxiety,Hip Hop/Rap,Bmike,
gone girl,Music,iann dior,
emotions,Hip Hop/Rap,iann dior,
Dear God,Hip Hop/Rap,Dax,
777,,Kid Trunks,
Reflection,Hip Hop/Rap,Sik World,
Kill Yourself (Part III),Hip Hop/Rap,$uicideboy$,
Hate Me (with Juice WRLD),,Ellie Goulding,
Ayala (Outro),"Rap,Hip Hop/Rap",XXXTENTACION,
Blame It On Me,"Alternative Rap,Hip Hop/Rap",Post Malone,
ADHD,Hip Hop/Rap,Joyner Lucas,US
Suicidal Thoughts,,Josh A,
Endless Nightmare,,Josh A,
XO Tour Llif3,"East Coast Rap,Hip Hop/Rap",Lil Uzi Vert,
Get You The Moon (feat. Snøw),,Kina,
i miss the old u,"Music,R&B/Soul",blackbear,
Save Me,Alternative,Josh A,
The Box,Hip Hop/Rap,Roddy Ricch,
High Fashion (feat. Mustard),,Roddy Ricch,
123,Hip Hop/Rap,Smokepurpp,
BAD!,"Alternative Rap,Pop",XXXTENTACION,
Deepthroat,Hip Hop/Rap,cupcakKe,
Squidward Nose,Hip Hop/Rap,cupcakKe,
Robbery,"Hip Hop/Rap,Alternative,Alternative Rap",Juice WRLD,
Worst Mistakes,Alternative,Josh A,
Taking A Walk,"Music,Hip Hop/Rap",Trippie Redd,
Orlando,"Rap,Hip Hop/Rap",XXXTENTACION,
Heartbreaks,"Hip Hop/Rap,Alternative",Josh A,
Idgaf,Hip Hop/Rap,Sik World,
Suicidal,Music,YNW Melly,
Professional Rapper (feat. Snoop Dogg),,Lil Dicky,
Lemme Freak,"Hip Hop/Rap,Rock",Lil Dicky,US
$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),Hip Hop/Rap,Lil Dicky,
Roses (with Juice WRLD feat. Brendon Urie),,benny blanco,
Everybody Gets High,"Electronic,Alternative,Pop/Rock",MISSIO,
Pain,Hip Hop/Rap,Josh A,
Stay,"Music,Hip Hop/Rap",iamjakehill,
Sex Talk,Hip Hop/Rap,Megan Thee Stallion,
MIDDLE CHILD,,PnB Rock,
I Don't Fuck With You,"West Coast Rap,Hip Hop/Rap",Big Sean,
FACK,Hip Hop/Rap,Eminem,US
Envy Me,"Music,Hip Hop/Rap",Calboy,
Family Strokes!,,MC Virgins,
Buy U,Hip Hop/Rap,Yung Craka,
Monster - Robin Schulz Remix,,LUM!X,
Monster (Dotexe Remix),Electronic,Nightcore,
Rain Man,Hip Hop/Rap,Eminem,US
Just Lose It,"Hardcore Rap,Hip-Hop,Standup Comedy,Hip Hop/Rap",Eminem,US
Ass Like That,Hip Hop/Rap,Eminem,US
Mockingbird,Hip Hop/Rap,Eminem,US
Paint Me a Birmingham,"Contemporary Country,Honky Tonk,Traditional Country,Country",Tracy Lawrence,US
It Must Be Love,Country,Alan Jackson,US
Don't Take The Girl,"Traditional Country,Country",Tim McGraw,US
Bless The Broken Road,Music,Rascal Flatts,US
My Wish,"Pop,Country",Rascal Flatts,US
Wanted,"Country,Pop",Hunter Hayes,US
Beautiful Crazy,"Traditional Country,Country",Luke Combs,
In Case You Didn't Know,"Contemporary Country,Honky Tonk,Traditional Country,Country",Brett Young,
One Number Away,"Traditional Country,Country",Luke Combs,
Mercy,"Traditional Country,Country",Brett Young,
Whiskey Lullaby (feat. Alison Krauss),Traditional Country,Brad Paisley,
She's Everything,"Traditional Country,Country",Brad Paisley,US
Remember When,"Traditional Country,Country",Alan Jackson,US
Die From A Broken Heart,"Traditional Country,Country",Maddie & Tae,US
I Can't Breathe,Country,Parker McCollum,
Better Together,Music,Luke Combs,
Prayed For You,Music,Matt Stell,
Give It All We Got Tonight,"Traditional Country,Country",George Strait,US
In Color,"Contemporary Country,Traditional Country,Country",Jamey Johnson,US
Three Wooden Crosses,"Gospel,Country",Randy Travis,US
Hell of a Year,"Country,Christian & Gospel",Parker McCollum,
Drowning,"Music,Country",Chris Young,US
You Don't Care for Me Enough to Cry,Singer/Songwriter,John Moreland,US
Amazed,"Contemporary Country,Pop/Rock,Soft Rock,Country",Lonestar,US
She Don't Know She's Beautiful,"Traditional Country,Country",Sammy Kershaw,US
Remember When,"Traditional Country,Country",Alan Jackson,US
I Don't Want This Night To End,"Traditional Country,Country",Luke Bryan,US
Hurricane,"Traditional Country,Country",Luke Combs,
Crazy Girl,"Contemporary Country,Traditional Country,Country",Eli Young Band,US
Tennessee Whiskey,Country,Chris Stapleton,
Must Be Doin' Somethin' Right,"Traditional Country,Country",Billy Currington,US
Neon Moon,"Traditional Country,Country",Brooks & Dunn,US
I Hope You Dance,"Contemporary Country,Urban Cowboy,Adult Contemporary,Country",Lee Ann Womack,US
Texas Tornado,Music,Tracy Lawrence,US
Who I Am With You,Country,Chris Young,US
Burning House,"Traditional Country,Country",Cam,
Fuck It (I Don't Want You Back),Contemporary R&B,Eamon,US
In My Arms Instead,"Music,Country",Randy Rogers Band,US
Take Your Time,"Contemporary Country,Honky Tonk,Traditional Country,Contemporary R&B,Country",Sam Hunt,US
When I Get Where I'm Going (feat. Dolly Parton),,Brad Paisley,
I'm Already There,Country,Lonestar,US
Not A Day Goes By,Country,Lonestar,US
One More Day,Country,Diamond Rio,US
Don't Let Me Down,,The Chainsmokers,US
"Hi, It's Me","Music,Hip Hop/Rap",Ashnikko,LV
What If I Told You That I Love You,R&B/Soul,Ali Gatie,
I Hope,"Contemporary Country,Traditional Country,Pop/Rock,Country",Gabby Barrett,
When I Call Your Name,Country,Vince Gill,US
Colder Weather,"Traditional Country,Country",Zac Brown Band,US
Stay,Country,Sugarland,US
More Hearts Than Mine,Music,Ingrid Andress,
Over You,"Traditional Country,Country",Miranda Lambert,US
I Hope You’re Happy Now,"Music,Country",Carly Pearce,
Like My Mother Does,Country,Lauren Alaina,US
You Don't Know Her Like I Do,Country,Brantley Gilbert,US
Dancing in the Sky,Pop,Dani and Lizzy,
I Loved Her First,Country,Heartland,
You Should Be Here,"Contemporary Country,Country",Cole Swindell,US
It's Your Love,Country,Tim McGraw,US
Drink A Beer,"Traditional Country,Country",Luke Bryan,US
I Don't Dance,Country,Lee Brice,US
God Gave Me You,Country,Blake Shelton,US
Temporary Home,Country,Carrie Underwood,US
Even Though I'm Leaving,Music,Luke Combs,
He Could Never Do Better Than Me,"Music,Hip Hop/Rap",Papithbk,
Don't Know Love,Hip Hop/Rap,J-Wright,
Killing Games,Hip Hop/Rap,Dante Rapper,
All Life Matter,Hip Hop/Rap,Planet 6loc,
Highs and Lows,"Alternative Rap,Hip Hop/Rap",Lil Skies,
Love Is a Drug,"Music,Hip Hop/Rap",Papithbk,
Chill Calling,"Singer/Songwriter,Singer/Songwriter",Fatboibari,
I Guess You Moved On,"R&B/Soul,Hip Hop/Rap,Music",Papithbk,
Sunflower Feelings,"Music,Alternative",Kuzu Mellow,
Hopeless,Hip Hop/Rap,SadBoyProlific,
Worried,,SadBoyProlific,
Death Bed,Hip Hop/Rap,Powfu,
Bad Habits,,SadBoyProlific,
WHY AM I Waiting,"Music,Hip Hop/Rap",Papithbk,
Blow My Phone Up,Hip Hop/Rap,SadBoyProlific,
All Girls Are The Same,"Alternative Rap,Rap,Hip Hop/Rap,Rock",Juice WRLD,
Scars,Hip Hop/Rap,SadBoyProlific,
Too Attached,Music,1kLove,
Come Thru,,1kLove,
"Chill Calling, Pt. 2",Hip Hop/Rap,Fatboibari,
Closing My Eyes,Hip Hop/Rap,Whize,
Alexis,"Music,Hip Hop/Rap",Joey Trap,
stick n pokes,Alternative,sadeyes,
No Sleep,,SuperDuperWavey,
Lovemark,,Ouse,
Save My Soul,,SadBoyProlific,
Love None,R&B/Soul,Gee Yuhh,
Take Me Back,Alternative,tomcbumpz,
pretty sad,Alternative,sadeyes,
Midnight in My Mind,"Music,Hip Hop/Rap",Papithbk,
Addicted to Your Love,,Teqkoi,
goodbye,,Rxseboy,
I'm Scared to Fall in Love With You,,Fudasca,
about you,,sadeyes,
You Make It Worse,Pop,Ouse,
You Left Me Alone With My Nightmares,Music,Vaboh,
Just Like You Do,,SadBoyProlific,
I Don't Wanna Break Your Heart,,Elijah Midjord,
Sorry,Alternative,INTRN,
Are You Okay?,,Thomas Reid,
Lofi Manifesto,Music,Fudasca,
Feel Something,Alternative,Thomas Reid,
Happy,,SadBoyProlific,
Broken Trust,,SadBoyProlific,
i trust u.,,Rxseboy,
Forever,Alternative,Tommy Ice,
"Love Is a Drug, Pt. 2","Music,R&B/Soul",Papithbk,
i wrote this about no one,,Rxseboy,
Ride or Die,,SadBoyProlific,
ill come back to you,Music,Powfu,
"a world of chaos (feat. Rxseboy, Jomie & Ivri)",,Powfu,
Brighter Days,Pop,Jomie,
Mess,"Music,Hip Hop/Rap",Trevor Daniel,
WANTED U,"Music,R&B/Soul",Joji,
My Storm,"Music,Hip Hop/Rap",Tom The Mail Man,
I Fall Apart - Recorded At Electric Lady Studios NYC,,FLETCHER,
If Only,Pop,James Arthur,GB
Quite Miss Home - MRK Remix,Music,James Arthur,GB
ROCKSTAR (feat. Roddy Ricch),,DaBaby,
The Life,Pop,Fifth Harmony,US
I Made It (Cash Money Heroes),Pop,Kevin Rudolf,US
Keep You Close,Pop,FRENSHIP,
Drunk Me - R3HAB Remix,"Music,Pop",Mitchell Tenpenny,
Till It Hurts,,Yellow Claw,NL
Monopoly,"Music,Dance",Mokita,
Run This Town,Hip Hop/Rap,JAY-Z,US
Let's Go (feat. Big D & Twista),,Trick Daddy,
Shower,"Alternative Rap,Teen Pop,Pop",Becky G,US
Garden,,Nahko And Medicine For The People,
Strapped,Pop,FOOL,
Coming Home for Summer,Pop,James Arthur,GB
Genesis,Pop,Dua Lipa,
Bye Bye (feat. Ivy Adara),Music,Gryffin,
In Your Arms (with X Ambassadors),"Music,Dance",ILLENIUM,
Hold You Tonight (with Chris Lane),Country,Gryffin,
Fun While It Lasted,"Music,Pop",Jason Walker,US
More Than A Miracle,Dance,MNEK,GB
If You Could See Me Now,Music,The Script,GB
Hall of Fame (feat. will.i.am),"Pop,Hip Hop/Rap,Pop/Rock",The Script,
Mulholland Drive [2013],,OZZIE,
Love Like Woe,Pop,The Ready Set,US
Quit You,,Lost Kings,
In My Arms (feat. Jamie N Commons),,Grizfolk,
All I Think About Is You,Pop,Ansel Elgort,
Lightning in a Bottle,Pop,The Summer Set,US
The Great Escape,"Pop,Alternative,Rock,Pop Punk",Boys Like Girls,US
In the End,"Alternative Rap,Heavy Metal,Alternative,Rock",Linkin Park,US
Just the Girl,"Pop,Rock",The Click Five,US
I Need You,,Armin van Buuren,NL
Aftergold,"Music,Electronic",Big Wild,
Felt This Good,,Kap Slap,
On Your Body (feat. Meetsims),,Chinx,
Pass Out,Pop,Tinie Tempah,GB
Candyman,Dance,Zedd,
4 Minutes (feat. Justin Timberlake & Timbaland),,Madonna,
Hot N Cold,"Adult Contemporary,Teen Pop,Pop,Dance",Katy Perry,US
Live Your Life,"Contemporary R&B,Hip Hop/Rap",T.I.,US
Savage Remix (feat. Beyoncé),Music,Megan Thee Stallion,
When I Grow Up,,The Pussycat Dolls,
crushcrushcrush,"Alternative,Rock,Pop Punk",Paramore,US
Fences,Alternative,Paramore,US
My Kind Of Love - Manny Marroquin Mix,Pop,Emeli Sandé,GB
Call Him by His Name,"Singer/Songwriter,Alternative",Nahko,
Something Special,Music,Pop Smoke,
Need Me,Music,J.I the Prince of N.Y,
Sex Sounds,Music,Lil Tjay,
Heart Mind,,Kodak Black,
Backseat (feat. PnB Rock),,Pop Smoke,
Wrong,Music,Luh Kel,
Amen,Music,Yasin,
Drownin,Music,Yasin,
Buzz Light Year,Music,Yasin,
Think About It,Music,Yasin,
2 Me,Music,Roy Woods,
Hood Scars 2 (with Lil Tjay),Music,J.I the Prince of N.Y,
Session 32,R&B/Soul,Summer Walker,
Toxic,Music,Kehlani,US
Wasted,R&B/Soul,Summer Walker,
Riot,R&B/Soul,Summer Walker,
F.N,"Music,Hip Hop/Rap",Lil Tjay,
6:16,,Cherrie,
Nobody Else,Music,Summer Walker,
Fun Girl,Music,Summer Walker,
Playing Games,Music,Summer Walker,
Girls Need Love (with Drake) - Remix,Music,Summer Walker,
Shame,R&B/Soul,Summer Walker,
Let It Go,Music,Summer Walker,
My Love.,Singer/Songwriter,Inez,
The Night We Met (feat. Phoebe Bridgers),"Indie Rock,Folk-Rock,Alternative",Lord Huron,US
Somebody Else,,ilyTOMMY,
Sand Outro,Alternative,Ngahere Wafer,
Nandina,Hip Hop/Rap,Drex Carter,
World Without You,,Blai$y,
Come Thru,"Music,Hip Hop/Rap",Dibyo,
I Watched Her Leave,Hip Hop/Rap,Whize,
Fake Smiles,"Music,Hip Hop/Rap",Phora,
i hate me too,"Music,Alternative",guccihighwaters,
It's You - Acoustic,R&B/Soul,Ali Gatie,
I Don't Even Know,Hip Hop/Rap,Sik World,
"I Love You, That's the Problem","Music,Hip Hop/Rap",Kochetkovv,
I'm Sick of Trying,Alternative,Vaboh,
i fucked up,,convolk,
Doing It Wrong,"Music,Hip Hop/Rap",Drake,
Jocelyn Flores,Electronic,Meraki,
Suckers Anthem,Hip Hop/Rap,Trick James,
Take Me Away,Hip Hop/Rap,Trick James,
you're my everything,Alternative,sadeyes,
For Whom The Bell Tolls,Hip Hop/Rap,J. Cole,US
Rip X,Hip Hop/Rap,iamjakehill,
Say Goodbye,,Monty Datta,
She's Mine Pt. 2,Hip Hop/Rap,J. Cole,US
Don't Let Go,Music,Sik World,
Remedy,R&B/Soul,Ali Gatie,
i thought i died inside,"Music,Hip Hop/Rap",guccihighwaters,
i'm so sick of this,"Music,Alternative",guccihighwaters,
I Guess You Moved On,"R&B/Soul,Hip Hop/Rap,Music",Papithbk,
Forever,,ilyTOMMY,
Can You Hold Me,,NF,
I Am so Sad... I Am so Very Very Sad,"Hip Hop/Rap,R&B/Soul",Alrahim Wright III,
Without Me,Pop,Alec Chambers,
Never Be Alright,Hip Hop/Rap,Seon,
Will You Remember Me?,Music,Pcam,
Everything's Alright,,conscience,FR
oh fuck i'm drunk,"Music,Hip Hop/Rap",guccihighwaters,
LOVISA,"Pop,Rock,Music",FELIX SANDMAN,
Berlin,"Alternative,Electronic",RY X,AU
All Good Things (Come To An End),Pop,Nelly Furtado,
Atlas: Touch,Singer/Songwriter,Sleeping At Last,US
Say Something,"Indie Pop,Pop",A Great Big World,US
Lost Boy,Singer/Songwriter,Ruth B.,
hope is a dangerous thing for a woman like me to have - but I have it,"Alternative,Rock,Music",Lana Del Rey,US
The Night We Met,"Indie Rock,Folk-Rock,Alternative",Lord Huron,US
Shadow,Pop,Jimmy Levy,
Lose My Mind - Acoustic,Singer/Songwriter,Dean Lewis,
Bruises,"Music,Alternative",Lewis Capaldi,
I've Told You Now,Pop,Sam Smith,GB
fOoL fOr YoU,"Contemporary R&B,Music,Pop",ZAYN,
I'm Not The Only One,Soul,Sam Smith,GB
A Little Too Much,Pop,Shawn Mendes,CA
Hjerteknuser,"Pop,Alternative,World,Folk,Music",rOlfFa,
What Would I Change It To (feat. Aluna),,Avicii,
One Of Us,Pop,Joan Osborne,US
Mirror,Music,Måns Zelmerlöw,SE
Body (feat. brando),"Music,Dance",Loud Luxury,
Forgive Me Friend,,Smith & Thell,
Options,Electronic,Hippie Sabotage,
Fight Song,Pop,Rachel Platten,US
You should be sad,"Pop,Alternative,Contemporary Country",Halsey,
What Are Words,Pop,Chris Medina,
Be Happy,Music,Dixie,
When You Love Someone,"Singer/Songwriter,Rock,Singer/Songwriter",James TW,
Does It Matter,Dance,Janieck,
Du ga mæ viljestyrke,"Pop,Rock",Kristian Kristensen,
Hjertetru,Adult Contemporary,Miriam Holtan,
Home,"Alternative Folk,Contemporary Folk,Folk-Rock",Edward Sharpe & The Magnetic Zeros,US
Youth,Alternative,Daughter,
Rennen,Electronic,SOHN,GB
Home,Singer/Songwriter,Ben Abraham,
Stay With Me,"Pop,R&B/Soul,Soul",Sam Smith,GB
As Much As I Ever Could,"Alternative,Rock",City and Colour,CA
Candy,Pop,Paolo Nutini,GB
Awake Me,"Alternative Folk,Singer/Songwriter",Rosie Carney,
feel something,"Music,Pop",Bea Miller,US
REMEDY,Dance,Alesso,SE
Netflix Trip,Pop,AJR,
Adieu,,Kurt Nilsen,NO
Du sa,Pop,Kurt Nilsen,NO
Spis din syvende sans,"Hip Hop/Rap,Rock,Hip-Hop",Karpe,
Before I Go,Pop,Øystein Hegvik,
Spirits,Alternative Folk,The Strumbellas,CA
Amazed,"Contemporary Country,Pop/Rock,Soft Rock,Country",Lonestar,US
Worthy Of You,"Singer/Songwriter,Pop",Plested,
Someone,Music,Jubël,
Boys In The Street,,Seeb,
As You,Electronic,Ficci,
A Thousand Years,Pop,Christina Perri,US
Laundromat,"Music,Alternative",okaywill,
Way down We Go,Alternative,KALEO,IS
Rolling in the Deep,Pop,Adele,GB
Slow Dancing in the Rain at the End of the World,Pop,Jack Be,
Hello,"Music,Pop",Adele,GB
Beauty Hurts,"Hip Hop/Rap,Pop,Music",Jack Be,
Issues,Pop,Julia Michaels,
Chasing Cars,Alternative,Snow Patrol,GB
Bad Decisions,Electronic,Frame,
Bleeding Love,Pop,Leona Lewis,GB
Halo,"Electronic,Pop,Contemporary R&B",Beyoncé,US
No Longer Lovers,,Kassandra,
Young And Beautiful,"Pop,Alternative,Pop/Rock",Lana Del Rey,US
Old Friend,Hip Hop/Rap,Jack Be,
The Great Alone,,Jack Be,
Million Reasons,Pop,Lady Gaga,US
Sculpted,"Electronic,Music,Electronic",Tobiahs,
Wish You Were Here - 2011 Remaster,Rock,Pink Floyd,GB
Skinny Love,"Alternative Folk,Folk-Rock",Bon Iver,US
Bad Day,"Pop,Rock,Pop/Rock",Daniel Powter,CA
Adrenaline,"Alternative,Pop",PLYA,
Saved,R&B/Soul,Khalid,
So Sick,Contemporary R&B,Ne-Yo,US
All Your Secrets,"Music,Dance",SAKIMA,
Turning Tables,"Music,Pop",Adele,GB
I Will Follow You into the Dark,"Alternative,Rock,Indie Rock",Death Cab for Cutie,US
Little Things,"Pop,Folk",One Direction,
Breathe Me,Pop,Sia,PT
Red Lighter,R&B/Soul,SoMo,US
All I Ask,Pop,Adele,GB
Favourite Ex,"Music,Pop",Maisie Peters,
Trees,Alternative,Twenty One Pilots,US
Truce,Alternative,Twenty One Pilots,US
The Story,Music,Conan Gray,
What We Had,Music,Sody,
This Is Home,"Music,Alternative",Cavetown,
Reason To Stay,Music,Sody,
i was all over her,Alternative,salvia palth,
I Can't Fall in Love Without You,"Electronic,Pop",Zara Larsson,SE
Sleep Thru Ur Alarms,Pop,Lontalius,
Nightmares,,Shy,
I Built A Friend (2020),Music,Alec Benjamin,
I Need You To Hate Me,Music,JC Stewart,
broken parts,Music,clide,
Match In The Rain,Music,Alec Benjamin,
Just Give Me a Reason (feat. Nate Ruess),Music,P!nk,US
Uncomfortable,Alternative,Wallows,
Ease Off,Hip Hop/Rap,YNG Martyr,
Memories,Singer/Songwriter,Jacob Tillberg,
Dancing With A Stranger (With Normani) - Acoustic,Pop,Sam Smith,
Lost Without You,Singer/Songwriter,Freya Ridings,
Nude,Alternative,Radiohead,GB
Broken,Music,Lund,
better days,Music,eli.,
Coaster,R&B/Soul,Khalid,
Let Her Go - Acoustic,"Singer/Songwriter,Pop",Passenger,GB
You're Beautiful,"Pop,Rock",James Blunt,GB
Chicago Freestyle (feat. Giveon),,Drake,
Space,Music,Thomas Reid,
Breakeven,"Pop/Rock,Adult Alternative,Pop",The Script,GB
Feel,"Britpop,Pop/Rock,Pop,Rock",Robbie Williams,GB
Hurt,"Music,Country",Johnny Cash,US
Here Without You,"Grunge,Arena Rock,Alternative,Rock",3 Doors Down,US
Lately,,Elko,
No Surprises,"Adult Alternative,Prog-Rock/Art Rock,Alternative,Rock",Radiohead,GB
Heart of Gold - 2009 Remaster,"Contemporary Country,Folk-Rock,Rock",Neil Young,CA
The Encounter,Music,CHILD,
Mystery,Electronic,Jeris,
The Funeral,"Indie Rock,Alternative",Band of Horses,US
Apple (Remix),,KIRBY,
put it in the grave,,cøzybøy,
Anyway,Music,Scarlet Pleasure,DK
SWAN iN MY POND,,Jae Mansa,
The Voyager,Electronic,Avenza,
Virgins Club,Music,MC Virgins,
Save My Soul,,Jordan Joseph,
Smoke & Ash,,Weisser Quiff,
(BLACK)PLANET,Alternative,SAIAH,
Last Kiss,Dance,Jacob Tillberg,
December,Dance,Tarz,
Rosyln,,Bon Iver,
To Build A Home,Indie Pop,The Cinematic Orchestra,GB
"Up, Up & Away","Music,Vocal",Chance Peña,
River,R&B/Soul,Leon Bridges,US
ocean eyes,"Electronic,Pop,R&B/Soul,Alternative,Rock,Indie Pop",Billie Eilish,
Are You With Me,"Music,Pop",nilu,
Lost Without You,Singer/Songwriter,Freya Ridings,
Deep End,Alternative,Birdy,
Married Life,Soundtrack,Michael Giacchino,US
