song name,genre,artist name,artist country
Stompa,"Pop,Alternative",Serena Ryder,CA
Please Tell Rosie,,Alle Farben,DE
Faut oublier,Pop,-M-,FR
Be Your Love,Alternative,Bishop Briggs,
Hard to Love (feat. Jessie Reyez),,Calvin Harris,
No Scrubs (feat. Wendy Sarmiento),Dance,Dropout,
Wrong (feat. Eloy Smit),,Afreaux,
Invitation (feat. Yade Lauren),"Karaoke,Dance",Yellow Claw,
The Feels,"Music,World",melvitto,
Hold On,,Møme,
Wait,"Alternative,Dance,Electronic",Broken Back,
Back for More (feat. Daecolm),,Feder,
The Future (with James Vincent McMorrow),,San Holo,
Stones,"Music,Electronic",Emmit Fenn,
Memories,"Music,Electronic",Petit Biscuit,
right here,Music,keshi,
I Love You but I'm Letting Go,"Music,Alternative",Pamungkas,
Changes,R&B/Soul,Jeff Bernat,
"fuck u, goodluck.","R&B/Soul,Pop",suggi,
Suffocate,Music,Hayd,
WAYO,,BANG YE DAM,
Save Me,Alternative,Ely,
Smile,Alternative,KID E$s,
I Need to Stay Away from You,Hip Hop/Rap,sadgods,
Separate from You,,sadgods,
while the rain drops,Hip Hop/Rap,yesterday,
tell me when you change,,Jay Sek,
It Kills Me,,demxntia,
My Heart Does U-Turns,Alternative,Kaiyko,
don't cry,Alternative Rap,sadeyes,
Different,Alternative,Lil Xtra,
Fall for You,"Pop,Rock,Alternative,Contemporary Singer/Songwriter,Music",Secondhand Serenade,US
Dancing in the Rain,Pop,Alec Wigdahl,
ILYSB,,Kim Woo Sung,
Some,"K-Pop,Rock",BOL4,
Hate Everything,K-Pop,GSoul,
Incomplete,Singer/Songwriter,Kuzu Mellow,
Broken Record,K-Pop,GSoul,
notice me - acoustic,Music,ROLE MODEL,
I Can't Hate You,,Kayou.,
my stargirl,R&B/Soul,slchld,
double take,"Music,Pop",dhruv,
hurting,R&B/Soul,slchld,
Blue,Pop,LiFli,
I'm Not Perfect,Singer/Songwriter,Jess Benko,
Better,Pop,Parachute,
We Won't,,Jeyes,
Just Because You're Sorry,Pop,Dewey Wiles,
At My Worst,Music,Pink Sweat$,
Stacy,"Music,Pop",Quinn XCII,
i try to smile,Pop,thien,
I Should've Known,Pop,MINH,
I Just Want You to Know,,Jeffrey Owens,
the sorry song,Music,Mikayla Geier,
Bye.,Pop,Mia Smith,
CWJBHN,Singer/Songwriter,Jake Scott,
U Deserve It,,Trippie Redd,
Bust Down Deux,Music,Trippie Redd,
Libera Me from Hell,Anime,Hypotoria,
happily ever after,Music,Shoko Nakagawa,JP
Better Off Dead,R&B/Soul,Gemini Aaliyah,
IF Only,R&B/Soul,Gemini Aaliyah,
To Fear,,Gemini Aaliyah,
Bandito,"Rap,Alternative",Twenty One Pilots,US
Nico and the Niners,"Hip Hop/Rap,Alternative,Rock,Reggae",Twenty One Pilots,US
Bleed,R&B/Soul,Gemini Aaliyah,
Darko,Alternative,Gemini Aaliyah,
The Devil Told Me I'm Not Alone,Alternative,Gemini Aaliyah,
U Deserve It,Music,Trippie Redd,
6 Kiss,Music,Trippie Redd,
Chosen,Music,Trippie Redd,
Psycho!,,MASN,
the remedy for a broken heart (why am I so in love),Pop,XXXTENTACION,
Moonlight,Hip Hop/Rap,XXXTENTACION,
1400 / 999 Freestyle,Music,Trippie Redd,
Starboy,Music,The Weeknd,
ghost girl,Hip Hop/Rap,Lil Peep,
The Hills,"Music,R&B/Soul",The Weeknd,CA
Пачка сигарет,"Alternative Rap,Hip Hop/Rap",LIZER,
Lucid Dreams,"R&B/Soul,Hip Hop/Rap,Alternative Rap",Juice WRLD,
LUV 2,,COLDCLOUD,
Зелёные стёкла,Pop Punk,Drug Твоей Тёлки,
Levitate,"Electronica,Alternative Rap,Hip Hop/Rap,Alternative",Twenty One Pilots,US
Heavydirtysoul,"Hip Hop/Rap,Alternative,Rock,Breakbeat,Alternative Rap",Twenty One Pilots,US
VOICES (feat. XXXTENTACION),Music,Skye,GB
There Will Never Be Another You,Easy Listening,Tony Glausi,
Peace Piece,Jazz,Bill Evans,
Skating In Central Park,Jazz,Bill Evans,US
I Miss You So,,Nat King Cole Trio,
Sabor a Mí,,Tony Glausi,
Prelude to a Kiss,Jazz,Brad Mehldau,US
Everything Happens To Me,,Chet Baker,
Stardust,,Hoagy Carmichael,US
I'm Through With Love,"Jazz,Vocal",Ray Eberle,US
The Nearness Of You,Jazz,Bill Charlap,US
Georgia On My Mind,Jazz,Oscar Peterson Trio,
Some Enchanted Evening - Remastered,Jazz,Jo Stafford,US
There Will Never Be Another You,Jazz,Lester Young,US
Whisky Story Time,"Alternative,Singer/Songwriter",Alabaster DePlume,GB
Lil' Darlin',,Count Basie Orchestra,US
I Got It Bad (And That Ain't Good),Pop,Julie London,US
You've Changed,Jazz,Kurt Rosenwinkel,US
Embraceable You - Remastered,,Nat King Cole Trio,
The Way You Look Tonight,,Benny Goodman Sextet,
"It's Been A Long, Long Time","Jazz,Pop",Peggy Lee,US
Alone Together - Rudy Van Gelder Remaster,Jazz,Kenny Dorham,US
My Romance - Rudy Van Gelder Remaster,,Gene Ammons,
A Nightingale Sang In Berkeley Square,Jazz,Stan Getz,US
It Never Entered My Mind,"Music,Jazz",Miles Davis Quintet,US
The Single Petal Of A Rose - The Queen's Suite,,Duke Ellington,US
Where Or When,Jazz,Benny Goodman,US
Going Home,Jazz,Charlie Haden,
All Alone,"Hard Bop,Jazz",Mal Waldron,US
Pretty Stars,Jazz,Bill Frisell,US
I'll Never Smile Again,,Tommy Dorsey,
THE WAY IT USED TO BE,Music,Trent Reznor and Atticus Ross,
"In The Wee Small Hours Of The Morning - Live At The Village Vanguard, New York, NY / 2016",Jazz,Bill Frisell,
Grew Inside the Water,Contemporary Folk,Mimi Gilbert,
Society's a Mansion,"Contemporary Folk,Music",Mimi Gilbert,
Morning Glories,Pop,Dear Nora,
It's Infinite,Indie Rock,Lomelda,
anything,,Adrianne Lenker,
Indiana,"Singer/Songwriter,Alternative",Adrianne Lenker,
Your Mum,Singer/Songwriter,Ruby Gill,
Soon,Alternative,Angie McMahon,
Hungry Ghost,Music,Amarina Waters,
Good News,"Indie Rock,Singer/Songwriter",Julien Baker,
Mary,Alternative,Big Thief,
Vacation,"Indie Rock,Alternative",Florist,
I Remember Me,Alternative,Silver Jews,US
Not So Bad,Music,Anna Burch,
Slow Train Creek,"Singer/Songwriter,Folk",Holly Arrowsmith,
This Charming Man - 2011 Remaster,,The Smiths,GB
Vignette: Visions,Soundtrack,Disasterpeace,US
Horizon,Electronic,Dance With the Dead,
Yung and Writhing,,Rew,
Electron,Electronic,Wild Planet,GB
Cybercrimes,Music,Sidewalks and Skeletons,
Slomo,Alternative,Slowdive,GB
Labyrinth,Alternative,Pereulok Pyatniskii,
Dot in the Sky,Alternative,Drab Majesty,
Sodus,Pop,Cemeteries,US
Ravage,"Alternative,Electronic",Skeleton Hands,US
Sleep Paralysis,"Music,Electronic",Sidewalks and Skeletons,
Violent Dreams,Electronic,Crystal Castles,CA
Skin,Electronic,Grimes,CA
Know The Way,Electronic,Grimes,CA
Visiting Statue,Electronic,Grimes,CA
Prey,Dance,El Tigr3,
Critical Mistakes,"Pop,Alternative",888,
Если бы любовь,Pop,Mirèle,
Violence - Original Mix,Music,Grimes,
Мы,"Indie Pop,Alternative",Дайте танк (!),
Wasted Years - 2015 Remaster,,Iron Maiden,GB
Atlantic Postcard,"Adult Alternative,Alternative",The Holydrug Couple,CL
Comfort,Alternative,Makthaverskan,SE
Let Me Hit It (Audiostalkers Remix),,Spoty-O,
Circumambient,Electronic,Grimes,CA
Acid Rain,Electronic,Lorn,IT
Before the fever,Music,Grimes,CA
Delete Forever,Music,Grimes,CA
Four Years and One Day,Electronic,Mount Kimbie,GB
We Were Lovers,Electronic,Buzz Kull,
Attica,,Linea Aspera,
Pickup,Alternative,A Car That Swims,
Damage Control,"Electronic,Alternative,Indie Rock",The Faint,US
Ibuprofen,"Electronic,Alternative",Alicks,
The Trooper - 2015 Remaster,,Iron Maiden,GB
Kamikaze,Pop,MØ,DK
Whippin (feat. Felix Snow),Music,Kiiara,
Asli Hip Hop,,Ranveer Singh,
Train Song,,Midival Punditz,
Azadi,,Dub Sharma,
Kaam Bhaari,,Kaam Bhaari,
The Spark,,Afrojack,NL
Love Myself,"Electronic,Pop,Dance",Hailee Steinfeld,
Should Have Known Better,Alternative,Sufjan Stevens,US
Fourth of July,Alternative,Sufjan Stevens,US
