song name,genre,artist name,artist country
Copper Second,Instrumental,Steris,
Written On The Sky,"Soundtrack,Classical",Max Richter,GB
Love Tales,Alternative,Advia,
Cherish,Music,Reese Willis,
Professional,Instrumental,Steris,
Big Crown,,Duy Vu,
Rococo,Classical,Brique a Braq,
Take My Breath Away,Alternative,Advia,
Harmony,,Genibe,
Heard,,Zorvis,
The Choice Is Mine,,Doris Casella,
New Age,,Duy Vu,
Delicate,Alternative,Advia,
Twilight,,Zorvis,
Smile More,,Genibe,
Sometimes,Alternative,Goldmund,
Bashing Spaces,Instrumental,Fliris,
VIOLENCE,Alternative,Colliding With Mars,
Hot Rod,Alternative,Dayglow,
Ride or Die (feat. Foster the People),"Electronic,Electronic",The Knocks,
La La Land,Music,Bryce Vine,
Little Lion Man,"Americana,Bluegrass,Alternative Folk,Folk-Rock",Mumford & Sons,
Part of Me,Alternative,Gold Brother,
Wait a Minute!,Alternative,WILLOW,
Ms,Alternative,alt-J,GB
Worldstar Money (Edit),Alternative,Rickneidy,
shut up,Pop,Greyson Chance,US
Kids,Alternative,MGMT,US
Sick Boy,Dance,The Chainsmokers,US
You Know It,Alternative,Colony House,US
Fire and the Flood,"Alternative Folk,Indie Pop,Pop,Alternative",Vance Joy,AU
Take Yours,"Music,Pop",Matthew Mole,ZA
Seve - Radio Edit,Dance,Tez Cadey,
drinking games,,Sophie Cates,
minimal,Pop,ROLE MODEL,
Interlude: I'm Not Angry Anymore,Alternative,Paramore,US
Promise,Singer/Songwriter,Ben Howard,GB
Summertime Sadness,"Pop,Alternative,Downtempo",Lana Del Rey,US
Chasing Palm Trees,Electronic,Ehrling,
Moonshine,Rock,My Pet Dragon,
Cleopatra,Folk-Rock,The Lumineers,US
Chinese New Year,Pop,SALES,
Lose You Again,,WALK THE MOON,
In Luv with U,"Singer/Songwriter,Electronic,Music",Finn,
Everybody Wants to Be Loved,Alternative,Yoke Lore,
Good Things Fall Apart (with Jon Bellion),,ILLENIUM,
Boys Will Be Bugs,"Music,Pop",Cavetown,
Toluca Lake - Imad Remix,Dance,Tep No,CA
Tungs,"Indie Rock,Alternative",The Frights,US
Sunshine,Hip Hop/Rap,Ant Beale,
Rubble To Rubble,"Alternative,Rock",Wilderado,
Rags to Riches,"Pop,Vocal,Jazz",Tony Bennett,US
Can't We Be Sweethearts,R&B/Soul,The Cleftones,
Hearts of Stone,Rock,Otis Williams & The Charms,
Sincerely,Music,The Moonglows,US
Firenze sogna,"World,Pop",Giuseppe Di Stefano,IT
Speedoo,R&B/Soul,The Cadillacs,US
"Parlami d'amore, Mariù",,Cesare Andrea Bixio,IT
Stardust,,Billy Ward And The Dominoes,US
Il celo in una stanza,Pop,Mina,IT
Playboy - Single Version/Mono,R&B/Soul,The Marvelettes,US
"It's Not for Me to Say - From the MGM Film ""Lizzie""",,Johnny Mathis,US
I Will Follow Him,"Music,Pop",Little Peggy March,US
Look in My Eyes,Pop,The Chantels,US
Roses Are Red (My Love),Pop,Bobby Vinton,US
Life is but a dream,,Hy Weiss - Raoul Cita,
Leader Of The Pack - Single Version,,The Shangri-Las,US
"Toot, Toot, Tootsie! (Goo’bye)","Pop,Jazz",Al Jolson,US
Ain't That a Kick In the Head,"Pop,Vocal,Jazz",Dean Martin,US
He's Sure The Boy I Love,Pop,The Crystals,US
Atlantis,"Pop,Rock",Donovan,GB
Pretend You Don't See Her,Pop,Jerry Vale,US
Remember (Walkin' In The Sand),Pop,The Shangri-Las,US
"Baby, I Love You",R&B/Soul,Aretha Franklin,
Beyond the Sea,Pop,Bobby Darin,US
The Boulevard Of Broken Dreams,"Pop,Jazz,Vocal",Tony Bennett,US
Gimme Shelter,Rock,The Rolling Stones,GB
Wives And Lovers,Pop,Jack Jones,US
Monkey Man,"Arena Rock,Music",The Rolling Stones,GB
Frosty the Snowman,"Music,Pop",The Ronettes,US
Christmas (Baby Please Come Home),"Christmas,R&B/Soul",Darlene Love,US
The Bells of St. Mary's - 45 Version,,The Drifters,
Unchained Melody,,Vito And Salutations,
Sunshine Of Your Love,Rock,Cream,
Layla (Piano Exit),,Derek & The Dominos,US
Layla,"Rock,Blues",Derek & The Dominos,US
Jump Into The Fire (Single Version),,Harry Nilsson,US
Memo From Turner - (Original Single Mono Version),,Mick Jagger,
Magic Bus - Original Stereo Version,,The Who,GB
What Is Life,Rock,George Harrison,GB
Mannish Boy,Blues,Muddy Waters,US
My Way,"Rock,Alternative",Sid Vicious,GB
A-Punk,Alternative,Vampire Weekend,US
Lovin' Each Day,"Pop,Dance",Ronan Keating,
Send Me on My Way,"Folk-Rock,Roots Rock,Alternative,Rock",Rusted Root,US
Everywhere,"Pop,Alternative,Rock,Pop/Rock,Soft Rock",Fleetwood Mac,GB
Dancing in the Moonlight,"Pop,Rock",Toploader,GB
Are You Ready For Love? - Remastered,"Pop/Rock,Pop",Elton John,GB
Pretty Shining People,Singer/Songwriter,George Ezra,GB
Praise You,Dance,Fatboy Slim,GB
Come and Get Your Love - Single Version,"Pop,Rock",Redbone,US
You Can Call Me Al,"Pop/Rock,Worldbeat,Pop,Rock",Paul Simon,
When I Was A Youngster,"Hip Hop/Rap,Pop",Rizzle Kicks,GB
Steal My Sunshine,"Pop,Dance,Alternative,Downtempo,Indie Pop",LEN,CA
September,R&B/Soul,"Earth, Wind & Fire",
Ain't No Mountain High Enough,,Marvin Gaye,US
Best Day Of My Life,Alternative,American Authors,US
Little L,R&B/Soul,Jamiroquai,GB
Place Your Hands,"Pop,Rock",Reef,GB
I'm Coming Out,"Disco,Funk,Soul,R&B/Soul",Diana Ross,US
You Got The Love - New Voyager Radio Edit,,The Source & Candi Staton,GB
Anywhere,Dance,Sigma,
Classic,"Alternative Rap,Funk,Pop",MKTO,US
Sunchyme,Pop,Dario G,GB
Everything,"Jazz,Pop,Easy Listening,Oldies",Michael Bublé,CA
Between You and Me,Dance,One Bit,
No Worries,R&B/Soul,Simon Webbe,GB
Ugly Heart,Pop,G.R.L.,US
Moving Too Fast - Radio Edit,,Artful Dodger,GB
Feel So Close - Radio Edit,Dance,Calvin Harris,GB
Rock DJ,"Alternative Rap,Britpop,Pop/Rock,Disco,Pop,Dance,Rock,Vocal",Robbie Williams,GB
All Cried Out (feat. Alex Newell) - Radio Edit,,Blonde,
"Let's Hear It for the Boy - From ""Footloose"" Original Soundtrack","Pop,R&B/Soul,Dance,Contemporary R&B",Deniece Williams,US
Boom Clap,"Electronic,Pop",Charli XCX,GB
Brokenhearted,"Pop,Dance",Karmin,US
Moving on Up,Pop,M People,GB
You Gotta Be,"Contemporary R&B,Soul,R&B/Soul",Des'ree,
Send My Love (To Your New Lover),"Contemporary R&B,Pop",Adele,GB
What Makes You Beautiful,"Pop/Rock,Pop",One Direction,
Shake It Off,"Pop,Dance,Contemporary Country",Taylor Swift,US
I Wanna Feel - Radio Edit,,Secondcity,
Happiness,Pop,Alexis Jordan,US
Sax,Pop,Fleur East,GB
Call My Name,Pop,Cheryl,GB
I Will Never Let You Down,Pop,Rita Ora,GB
Domino,"Electronic,Pop,Dance",Jessie J,GB
Problem,"Pop,Dance,Contemporary R&B",Ariana Grande,
Timber (feat. Ke$ha),"Traditional Country,Electronica,Pop,Dance",Pitbull,
Work from Home (feat. Ty Dolla $ign),"Contemporary R&B,Pop",Fifth Harmony,
Smile,Music,Katy Perry,US
Good Life,Music,Downside Up,
Lost On You,Music,yofellas,
Wake Me Up - Acoustic,Pop,Aloe Blacc,US
September,R&B/Soul,"Earth, Wind & Fire",
Felt This Way,"Electronic,Dance",Joey McCrilley,
You Get What You Give,Pop,New Radicals,US
Good Times!,Music,In Paradise,
Hola - Radio Edit,"Music,Pop",Dario G,GB
Good Morning,Alternative,Max Frost,US
Wake Me Up Before You Go-Go,"New Wave,Pop/Rock,Pop,Alternative",Wham!,GB
Paradise,Singer/Songwriter,George Ezra,GB
Beautiful Day,Pop,Navarra,
Magic - Single Version,,Kylie Minogue,AU
Golden Train,"Pop,Rock,Adult Contemporary",Cascada,DE
Never Give Up On The Good Times,Pop,Spice Girls,GB
Play That Song,Pop,Train,US
You Make the Sunrise,,Dario G,
Sugar,"Pop/Rock,Disco,Funk,Soul,Pop",Maroon 5,
I Love Your Smile - Radio Version,,Shanice,US
Don't Stop,,Fleetwood Mac,
Move Your Feet,"Pop,Dance",Junior Senior,DK
(Your Love Keeps Lifting Me) Higher And Higher,Pop,Pixie Lott,GB
Lost,,Flatdisk,
You're My Best Friend - Remastered 2011,"Arena Rock,Rock",Queen,
Uptown Funk (feat. Bruno Mars),,Mark Ronson,GB
I Don't Care,,Anna Elizabeth Laube,
I Got You (I Feel Good),"Funk,Soul,R&B/Soul",James Brown & The Famous Flames,US
What I Like About You (feat. Theresa Rex),Dance,Jonas Blue,
All Of The Feelings,"Music,Dance",Kiesza,CA
Best Day of My Life,,Dario G,
Ain't No Mountain High Enough - Stereo Version,R&B/Soul,Marvin Gaye,
It's Sunny,R&B/Soul,TLC,US
Bonfire Heart,Pop,James Blunt,GB
Teary Eyes,Music,Katy Perry,US
Don’t Feel Like Crying,"Music,Pop",Sigrid,
If You're Lonely - Sidelmann Remix,Pop,Ben Haenow,GB
Little Bit Of Love,Music,JP Cooper,GB
Meltdown,Music,Jake Shears,
Sweet Lovin' - Original Mix,,Sigala,
For Once In My Life,Dance,Mel B,
I'm a Believer,"Pop,Rock,Pop/Rock",The Monkees,US
Sexual,Pop,NEIKED,
Music Sounds Better With You - Radio Edit,"Music,Electronic",Stardust,FR
It Only Gets Better,Singer/Songwriter,WILD,
Lost On You - Keller Pleasure Mix,Music,yofellas,
Beauty in the World,Pop,Macy Gray,
Play (with Years & Years),"Music,Dance",Jax Jones,
Kaleidoscope,Alternative,Fenech-Soler,GB
This Is the Good Life,Alternative,Jeremy Fisher,CA
"Whenever, Wherever","Pop in Spanish,Pop/Rock,Worldbeat,Latin,Pop",Shakira,CO
Heart Stop,Singer/Songwriter,Almost Owen,
Unstoppable,Pop,Sia,PT
Shine,Dance,Attollo,
Next To Me,Pop,Emeli Sandé,GB
Higher,Pop,Eliza and the Bear,
Gumshoe,,T GUNZ T,
Wind (Like Ice),Music,Roshnah,
What's the Commotion,Music,Shady Conah,
Red Orange,,Ginaa,
Free Spirit,Music,Bobby Blade,
Epiphany,Music,Shady Conah,
Money,,T-Cee,
Change,Music,Ginvade,
Strong Past,Music,Roshnah,
Ay Babe,Music,Bobby Blade,
Great,Music,Ginvade,
Unknown,,Roshnah,
Freefall,Music,Roshnah,
Taking It Down,Music,Roshnah,
Green Pepper,Music,Mike Melon,
9 AM Now,Music,Spovee,
Introduction,Music,Golden Prince,
Devastate,Music,Chai,
AtThePoint,Music,Ginvade,
On the Run,Music,Bobby Blade,
Zone,Music,Ginvade,
Beat Smooth,Music,Bobby Blade,
Now,Music,Prince Japan,
Citrus,Music,Mike Melon,
Fruity,Music,Mike Melon,
Hands Up!,Music,Shady Conah,
Fighter,Music,Mike Melon,
Rem and Rom,,Prince Japan,
Dreamer,Music,Golden Prince,
My Bad,Music,Ginvade,
Outside World,Music,Roshnah,
Cliche,Music,KZZY,
Flexn Interlude,Music,Ginaa,
Love Is Blind,,King Gucci,
Tonight,Music,Prince Japan,
Slowmotion,Music,Roshnah,
Fit,Music,PUSHA CHUCK,
Hero's Journey,Music,Shady Conah,
Grinding While They Haten,Music,Barzy B,
Coasting,Music,Ginvade,
Hustle,Music,Bobby Blade,
Grand Sniffy Rat,,T GUNZ T,
Platinum Medallion Freestyle,,T GUNZ T,
Friend,Music,Prince Japan,
The Grove Freestyle,Rock,Prince Japan,
Pigeons,Music,Mike Melon,
Renaissance,Music,Shady Conah,
Headphones,Music,Golden Prince,
Knowledge,Music,Roshnah,
Nothing,Music,Roshnah,
Victim,Music,Golden Prince,
All They Do,Music,Ginvade,
Dice,Music,Roshnah,
Foreigners,Music,Ginaa,
Drunk in Love,Music,Ginaa,
Lesser,,T-Cee,
Benchin',Music,PUSHA CHUCK,
Street Smarts,Music,KZZY,
Blindness,Music,Bobby Blade,
High School,Music,Ginaa,
Women,Music,Roshnah,
The Oogum Boogum Song,R&B/Soul,Brenton Wood,US
Call Me,"Rock,R&B/Soul,Alternative,Music",St. Paul & The Broken Bones,US
B-A-B-Y,Pop,Carla Thomas,US
You And Me,R&B/Soul,Penny & The Quarters,
Don’t You Know,,Durand Jones & The Indications,
Last One Standing,Music,Monophonics,US
I Don't Wanna Lie,Americana,Yola,
How Long Do I Have to Wait for You?,,Sharon Jones & The Dap-Kings,US
Need Your Love,"R&B/Soul,Alternative",Curtis Harding,US
Regenerate,Music,Lee Fields & The Expressions,
You Send Me - Remastered,"Pop,R&B/Soul",Sam Cooke,US
Black Heart (feat. The Dap-Kings),R&B/Soul,Stealth,
Come On In,"Music,R&B/Soul",Lady Wray,
Blessed with the Best,,Lee Fields & The Expressions,
Sure Don't Miss You,R&B/Soul,The Dip,
Take Me to the River,Pop,Al Green,US
Are You Ready to Love Me?,"Singer/Songwriter,Folk",The War and Treaty,
Love Again,Pop,RuthAnne,
Pelvis Pusher,"Rock,Alternative",Vintage Trouble,US
Hard to Handle,R&B/Soul,Otis Redding,US
Use Me,"Funk,Soul,R&B/Soul",Bill Withers,US
It's A Shame,R&B/Soul,The Spinners,US
The World (Is Going Up In Flames),"Soul,R&B/Soul",Charles Bradley,US
In Love (Don't Mess Things Up),"Soul,R&B/Soul",Lady Wray,
Ladies,,Lee Fields & The Expressions,US
If You Want Me to Stay,"R&B/Soul,Pop,Soul",Sly & The Family Stone,US
Good To You,R&B/Soul,Jonny P,
I Can't Stand The Rain,R&B/Soul,Ann Peebles,US
I Get The Sweetest Feeling,R&B/Soul,Jackie Wilson,
Time Is On My Side,"R&B/Soul,Pop,Country,Alternative Rap,Music",Irma Thomas,US
"I Can't Help Myself (Sugar Pie, Honey Bunch)","Motown,Soul,Pop,R&B/Soul",Four Tops,
Move on Up - Extended Version,R&B/Soul,Curtis Mayfield,US
Try a Little Tenderness,R&B/Soul,Otis Redding,US
Bra,"Funk,R&B/Soul",Cymande,GB
Mr. Big Stuff,R&B/Soul,Jean Knight,US
Comencemos (Let's Start),"Latin Jazz,Afro-Beat,Latin,World",Jungle Fire,
Give It Up,R&B/Soul,Lee Dorsey,US
Love That Girl,R&B/Soul,Raphael Saadiq,US
Pusherman,R&B/Soul,Curtis Mayfield,US
One Fine Day,Pop,The Chiffons,US
I'll Be Around,"Gangsta Rap,West Coast Rap,Disco,Soul,R&B/Soul,Hip Hop/Rap",The Spinners,
Get out of My Life Woman,R&B/Soul,Lee Dorsey,US
My Girl,R&B/Soul,The Temptations,US
Son of a Preacher Man,"Pop,R&B/Soul",Dusty Springfield,GB
All the Pretty Girls,Alternative,KALEO,IS
How Good It Is,"Traditional Folk,Singer/Songwriter",Morningsiders,
The Keeper - Acoustic,Music,Blossoms,
Hold My Girl (Acoustic Version),"Singer/Songwriter,Music,Singer/Songwriter",George Ezra,GB
Slow Dancing in a Burning Room,"Rock,Pop",John Mayer,US
When We Were Young,Music,Billy Raffoul,
Telescope - Acoustic,Music,Boy & Bear,AU
Permission - Acoustic,Pop,New Hope Club,
Stay Alive,,José González,
You Come First - Acoustic Version,"Pop,Rock",Zak Abel,
leading me on - acoustic,Pop,OSTON,
Brown Eyed Girl,Singer/Songwriter,Imaginary Future,
Little Love,"Contemporary Singer/Songwriter,Singer/Songwriter",Mabes,
Dreamers Of The Shore,,Volcan Peaks,
New York,"Adult Alternative,Pop",Ed Sheeran,
Colors,Music,Cocoon,
Feels Like Home,Singer/Songwriter,Grace Kelly,US
A Thousand Ways (Acoustic),Singer/Songwriter,Phoebe Ryan,
All That Matters - Acoustic,"Singer/Songwriter,Music,Rock",Tom Walker,
Hand In My Pocket - Live/Acoustic Cover,Alternative,Imagine Dragons,US
Sing to You - Acoustic,"Pop,Rock",John Splithoff,
Front Porch,Country,Joy Williams,US
Rely On Me,,James Smith,
Fux With the Boy,Pop,Young & Divine,
Mess Her Up - Acoustic,Alternative,Amy Shark,
Novocaine - Acoustic,Pop,TigerSwan,
For Seasons to Come,Music,Ginne Marker,
Come On Get Higher,"Pop,Alternative,Rock,Pop/Rock,Adult Alternative",Matt Nathanson,US
Sorry I'm Gone (feat. Emily Reid),,Kyle Lionhart,
Turn Out the Lights,Singer/Songwriter,Julien Baker,
Bruises,"Music,Alternative",Lewis Capaldi,
Acapella,Singer/Songwriter,Tim Schou,
T-Shirts - Acoustic,"Singer/Songwriter,Singer/Songwriter",James Smith,
Us - Acoustic,Alternative,James Bay,GB
Cool Kids - Live from Spotify NYC,,Echosmith,US
Look Away - Acoustic,Music,Stephen Puth,
King - Acoustic,Electronic,Years & Years,GB
Gravity,Singer/Songwriter,Leo Stannard,
First Defeat,Singer/Songwriter,Noah Gundersen,US
Big Yellow Taxi - Live from Spotify Studios NYC,,Rita Ora,
Behind the Light,Music,Joshua Hyslop,
Wasn't Expecting That,Pop,Jamie Lawson,GB
Let Me Live (feat. Anne-Marie & Mr Eazi) - Acoustic,,Rudimental,
Wonderful Life,Pop,Katie Melua,GB
All Time Low (Acoustic),Singer/Songwriter,Landon Austin,
Kiss Me,Music,Zak Manley,
Circles - Acoustic,"Singer/Songwriter,Singer/Songwriter",Adam Christopher,
All The Fucking Time - Acoustic,,Loote,
Wake Up Sleeper - Acoustic,Music,Wildwood Kin,GB
Rescue Me - Acoustic,Pop,OneRepublic,US
Catching Feelings - Stripped,Music,Inigo Pascual,
Nervous,Singer/Songwriter,Gavin James,
Too Good - Acoustic,,Breathe Carolina,US
Sunflower,Pop,Sara Farell,
Recognise - Acoustic Version,Dance,Lost Frequencies,
Gimme (Acoustic),Singer/Songwriter,Megan Davies,
Eastside (with Halsey & Khalid) - Acoustic,Pop,benny blanco,
Perfect To Me - Acoustic,Pop,Anne-Marie,
Polaroid - Acoustic,Dance,Jonas Blue,
Million Ways - Acoustic,Music,HRVY,
What A Time,"Singer/Songwriter,Singer/Songwriter",Landon Austin,
Back To You,Pop,J-Que Beenz,
"Over My Head (Cable Car) - Live at Sirius Radio, NYC, NY - May 2006",,The Fray,US
Beyond Words,"Soundtrack,Singer/Songwriter",Many Moons Ago,
Lovely,Pop,Thomas Daniel,
Sucker (Acoustic),Pop,Ben Woodward,
Never Let You Go - Acoustic,Pop,Landon Austin,
Cool - Acoustic,Singer/Songwriter,Tiffany Alvord,US
Dance For Me - Acoustic,,ALMA,
Youngblood,Pop,Daniel Josefson,
Your Song - Acoustic,,Halloran & Kate,
"I Can't Help Myself (Sugar Pie, Honey Bunch)","Music,Singer/Songwriter",Clementine Duo,
Hotel Walls - Acoustic Version,Music,Smith & Thell,SE
Stack It Up - Acoustic,Music,Liam Payne,
Just Another Love Song,Pop,Tiffany Alvord,US
Want to Want Me - Acoustic Cover,,Megan Davies,
Love Me Now - Recorded at Spotify Studios NYC,,John Legend,US
There For You,,Fink's Mood,
Backwards,,Kings Kaleidoscope,
Don't Wanna Be Without Ya,,Penny and Sparrow,
Beloved,Alternative,Mumford & Sons,
Queen Songs / human.,Alternative,Judah & the Lion,US
Juggernaut,Christian & Gospel,John Mark McMillan,
Stella,Traditional Folk,Cereus Bright,US
When the Walls Come Crashing Down (feat. Jon Foreman & Jillian Edwards),,Colony House,
It Would Be You,Singer/Songwriter,Ben Rector,US
fire,Pop,Jordy Searcy,
Beautiful Anyway,Music,Judah & the Lion,US
Free Like a Broken Heart (Acoustic),"Singer/Songwriter,Singer/Songwriter",Birdtalker,
Autumn Love,"Indie Rock,Alternative",Tyson Motsenbocker,
Jacob,Music,Chris Renzema,
Time's Always Leaving,"Folk,Alternative",The Lone Bellow,US
Spark My Heart,Christian & Gospel,Aaron Strumpel,
Holy Rain,Singer/Songwriter,Lovkn,
Harmony Hall,Music,Switchfoot,US
Heartbreak Magic,Pop,Riah,
"The Road, The Rocks, and The Weeds",Christian & Gospel,John Mark McMillan,
Creature Comforts,Pop,Trella,
Good As Gone,Rock,Citizens,US
Dreaming in Electric Blue,"Singer/Songwriter,Pop",Dave Barnes,US
Bridges,"Singer/Songwriter,Music,Singer/Songwriter",Johnnyswim,
End of the World,"Country,Singer/Songwriter,Rock,Music",Drew Holcomb & The Neighbors,
Ain't No Grave,"Singer/Songwriter,Folk,Traditional Folk",Zach Winters,
Free,"Music,Alternative",Gungor,US
Oh Dreamer,"Singer/Songwriter,Singer/Songwriter",The Brilliance,
Closer Than a Brother,Singer/Songwriter,Josh Garrels,US
Someday Soon,Alternative,Wilder Woods,
Kin,,Penny and Sparrow,
Morning Song,"Pop,Christian & Gospel",Land of Color,
Fill My Cup,Alternative,Thad Cockrell,
Dawned On Me,Alternative,Brewer,
Glow,"Music,Singer/Songwriter",Brooke Annibale,
The Mountain (Live from 25in24),Alternative,Jon Foreman,US
I Love It,Alternative,Aalok Bala,
Roses,R&B/Soul,Emily Brimlow,
Survival (feat. Drew Holcomb & Ellie Holcomb),,NEEDTOBREATHE,
Citizens,Singer/Songwriter,Jon Guerra,
JOY INVINCIBLE [Feat. Jenn Johnson],,Switchfoot,
Unshackled,Dance,Ecclesia,
Go With You,Adult Contemporary,Mike Edel,
City of Black & White,"Rock,Singer/Songwriter,Singer/Songwriter,Music",Mat Kearney,US
When Creation Was Young,Country,Joy Williams,US
Who Am I,Music,NEEDTOBREATHE,US
Radiant (Shine Like Diamonds),,Quiet Science,
This Is No Burial,"Alternative Folk,Christian & Gospel",Andie Elise,
Bang,"R&B/Soul,Singer/Songwriter",Moda Spira,
Jersey on the Wall - I'm Just Asking,"Music,Country",Tenille Townes,
Memorized,Pop,Mat Kearney,US
Wake Up Sleeper,"Pop,Alternative",Wildwood Kin,GB
The One Where I Talk To God,,Marty,
Suffering Servant,,Wesley Randolph Eader,
New Day,Alternative,Green River Ordinance,US
Electricity,"Music,Singer/Songwriter",Drew Holcomb,
Steady,Music,Daniella Mason,
Lie,"Electronic,Electronic",Shallou,
Constellate,Alternative,Fleurie,
Reciprocate,"Singer/Songwriter,Music,Singer/Songwriter",Sandra McCracken,US
Starts With You And Me,"Music,Christian & Gospel",Nathan Sheridan,
Giants,Alternative,Silverberg,
Take The World,Singer/Songwriter,Johnnyswim,
Losing the Lonely,Singer/Songwriter,Elenowen,US
You,Music,Apollo LTD,
Living Hope,"Christian Pop,Christian & Gospel",Phil Wickham,US
Peace Be Still - Live,,The Belonging Co,
We'll Dance,,Adrian Fyrla,
LoveClose,Music,BRIDGE,
We Can Just,House,Shorecrest Mafia,
Myself,Electronic,Shorecrest Mafia,
Unbelievable,"Pop,Alternative",Anna Awe,
The Old West,Alternative,Shorecrest Mafia,
Rushing,,Ross Harper,
I Wish I Could,,Mister Poison,
Mia Toa,Reggae,Visionario & Wilove,
Just for the Night,Dance,DJ Funsize,
The Race,,Diego Miranda,PT
First Connection,,Lee Roy Mon'do,
Me Provocas,Music,Dj Xavi in Session,
Still Gonna Walk,Techno,Shorecrest Mafia,
